Country or Area,Year,Value
Slovakia,2001,43224.19619
Slovakia,2000,41138.78204
Slovakia,1999,43038.09176
Slovakia,1998,43827.2521
Slovakia,1997,44098.21302
Slovakia,1996,44026.12986
Slovakia,1995,44144.94893
Slovakia,1994,43756.97933
Slovakia,1993,46351.16895
Slovakia,1992,48886.8395
Slovakia,1991,53286.44079
Slovakia,1990,61472.83461
Slovenia,2021,13059.96634
Slovenia,2020,12854.90734
Slovenia,2019,14039.44184
Slovenia,2018,14519.85432
Slovenia,2017,14616.67758
Slovenia,2016,14458.36351
Slovenia,2015,13645.48503
Slovenia,2014,13561.30627
Slovenia,2013,15128.2617
Slovenia,2012,15759.56695
Slovenia,2011,16358.78613
Slovenia,2010,16459.73141
Slovenia,2009,16204.10751
Slovenia,2008,18278.45931
Slovenia,2007,17342.86102
Slovenia,2006,17178.35732
Slovenia,2005,16932.38734
Slovenia,2004,16704.58316
Slovenia,2003,16271.54881
Slovenia,2002,16564.69333
Slovenia,2001,16302.75876
Slovenia,2000,15053.84816
Slovenia,1999,15412.48366
Slovenia,1998,16039.04235
Slovenia,1997,16507.02229
Slovenia,1996,15999.41233
Slovenia,1995,15354.24524
Slovenia,1994,14636.10469
Slovenia,1993,14246.22419
Slovenia,1992,13882.5824
Slovenia,1991,13973.37361
Slovenia,1990,15094.54579
Spain,2021,230269.4594
Spain,2020,213625.432
Spain,2019,250660.7901
Spain,2018,268600.5253
Spain,2017,273592.1908
Spain,2016,259629.3813
Spain,2015,270767.4561
Spain,2014,254179.7174
Spain,2013,251940.3176
Spain,2012,278060.4096
Spain,2011,283799.3208
Spain,2010,282937.0994
Spain,2009,296500.2759
Spain,2008,335887.271
Spain,2007,367399.0913
Spain,2006,359653.4245
Spain,2005,368338.1393
Spain,2004,353010.9502
Spain,2003,336332.1714
Spain,2002,331949.7643
Spain,2001,311808.5161
Spain,2000,310071.2422
Spain,1999,298074.6577
Spain,1998,274604.8951
Spain,1997,265832.1508
Spain,1996,253497.8651
Spain,1995,266034.8906
Spain,1994,252300.0188
Spain,1993,240046.0631
Spain,1992,248631.8048
Spain,1991,240230.7267
Spain,1990,230500.2467
Sweden,2021,38524.78635
Sweden,2020,36686.48628
Sweden,2019,41006.03998
Sweden,2018,42036.58396
Sweden,2017,42456.58825
Sweden,2016,43414.11172
Sweden,2015,43418.74367
Sweden,2014,43473.36523
Sweden,2013,45202.08415
Sweden,2012,46712.07976
Sweden,2011,49210.97692
Sweden,2010,53120.37362
Sweden,2009,47238.90704
Sweden,2008,50866.88072
Sweden,2007,52994.14183
Sweden,2006,53738.07663
Sweden,2005,53875.33451
Sweden,2004,56516.92108
Sweden,2003,57292.2107
Sweden,2002,56685.41082
Sweden,2001,55837.57949
Sweden,2000,54930.06615
Sweden,1999,55981.60958
Sweden,1998,58801.83463
Sweden,1997,58383.13506
Sweden,1996,63381.05816
Sweden,1995,59506.17042
Sweden,1994,60014.54601
Sweden,1993,57560.86429
Sweden,1992,57567.24302
Sweden,1991,57739.63471
Sweden,1990,57509.89855
Switzerland,2021,35787.34026
Switzerland,2020,34235.22501
Switzerland,2019,36726.91866
Switzerland,2018,36867.2501
Switzerland,2017,38172.09328
Switzerland,2016,39178.63864
Switzerland,2015,38725.59259
Switzerland,2014,39228.59037
Switzerland,2013,43182.48065
Switzerland,2012,42248.65226
Switzerland,2011,40981.07016
Switzerland,2010,45043.33277
Switzerland,2009,43529.71026
Switzerland,2008,44705.77993
Switzerland,2007,43362.89567
Switzerland,2006,45367.70153
Switzerland,2005,45778.29032
Switzerland,2004,45231.40878
Switzerland,2003,44646.0838
Switzerland,2002,43460.93226
Switzerland,2001,45080.92279
Switzerland,2000,43614.18732
Switzerland,1999,44436.9743
Switzerland,1998,44613.70254
Switzerland,1997,43035.1502
Switzerland,1996,44099.08169
Switzerland,1995,43407.79246
Switzerland,1994,42666.30052
Switzerland,1993,43605.8198
Switzerland,1992,46018.55639
Switzerland,1991,46136.91369
Switzerland,1990,44161.00063
Türkiye,2021,452702.7898
Türkiye,2020,412926.8721
Türkiye,2019,402692.2535
Türkiye,2018,422058.62
Türkiye,2017,430900.8766
Türkiye,2016,405950.2104
Türkiye,2015,384929.6603
Türkiye,2014,364028.2777
Türkiye,2013,347331.7714
Türkiye,2012,356107.2012
Türkiye,2011,342057.326
Türkiye,2010,316193.0435
Türkiye,2009,316412.2994
Türkiye,2008,310622.1323
Türkiye,2007,313693.3629
Türkiye,2006,282368.3227
Türkiye,2005,264870.6363
Türkiye,2004,244768.5811
Türkiye,2003,236765.6491
Türkiye,2002,221225.6424
Türkiye,2001,213581.229
Türkiye,2000,229936.6597
Türkiye,1999,207927.9116
Türkiye,1998,212135.0431
Türkiye,1997,212108.198
Türkiye,1996,199646.6931
Türkiye,1995,181355.2569
Türkiye,1994,167565.6468
Türkiye,1993,171138.8745
Türkiye,1992,164064.8759
Türkiye,1991,158126.3153
Türkiye,1990,151614.9809
Ukraine,2021,210153.2978
Ukraine,2020,206823.8493
Ukraine,2019,221943.1634
Ukraine,2018,231663.8213
Ukraine,2017,223080.8118
Ukraine,2016,233961.0364
Ukraine,2015,223787.5712
Ukraine,2014,257639.0149
Ukraine,2013,297479.0129
Ukraine,2012,304424.1116
Ukraine,2011,308376.3939
Ukraine,2010,294365.7874
Ukraine,2009,277593.3589
Ukraine,2008,325983.4014
Ukraine,2007,336819.5578
Ukraine,2006,333061.6403
Ukraine,2005,313530.5565
Ukraine,2004,310625.7511
Ukraine,2003,307245.3543
Ukraine,2002,295900.9227
Ukraine,2001,303891.2869
Ukraine,2000,285674.2094
Ukraine,1999,298578.8946
Ukraine,1998,328807.5997
Ukraine,1997,340514.3712
Ukraine,1996,351769.6848
Ukraine,1995,390072.1142
Ukraine,1994,419492.1037
Ukraine,1993,510320.379
Ukraine,1992,589282.8244
Ukraine,1991,632924.1179
Ukraine,1990,706226.8881
United Kingdom,2021,348409.7224
United Kingdom,2020,327164.2099
United Kingdom,2019,366942.1154
United Kingdom,2018,380582.437
United Kingdom,2017,388415.4202
United Kingdom,2016,400645.3225
United Kingdom,2015,423772.5726
United Kingdom,2014,440062.6484
United Kingdom,2013,479088.607
United Kingdom,2012,489083.1097
United Kingdom,2011,471410.3592
United Kingdom,2010,513843.4874
United Kingdom,2009,495958.0699
United Kingdom,2008,546903.0046
United Kingdom,2007,561461.5728
United Kingdom,2006,569662.2364
United Kingdom,2005,572057.9907
United Kingdom,2004,575203.6629
United Kingdom,2003,573045.4534
United Kingdom,2002,562251.6826
United Kingdom,2001,579678.1421
United Kingdom,2000,570546.4755
United Kingdom,1999,562664.6045
United Kingdom,1998,570182.5204
United Kingdom,1997,564846.4008
United Kingdom,1996,588352.2333
United Kingdom,1995,567718.8323
United Kingdom,1994,575574.3027
United Kingdom,1993,581571.2848
United Kingdom,1992,595547.682
United Kingdom,1991,611180.1253
United Kingdom,1990,603666.1587
United States,2021,5032212.819
United States,2020,4714628.032
United States,2019,5262145.074
United States,2018,5377797.353
United States,2017,5212162.345
United States,2016,5252932.175
United States,2015,5376473.125
United States,2014,5528681.067
United States,2013,5480156.537
United States,2012,5344085.98
United States,2011,5546116.067
United States,2010,5679715.249
United States,2009,5480725.731
United States,2008,5915118.465
United States,2007,6130122.76
United States,2006,6052686.215
United States,2005,6132183.27
United States,2004,6112654.584
United States,2003,6010145.463
United States,2002,5946308.145
United States,2001,5907739.935
United States,2000,6010135.928
United States,1999,5803917.834
United States,1998,5733280.55
United States,1997,5688142.511
United States,1996,5612982.752
United States,1995,5425259.696
United States,1994,5364279.285
United States,1993,5272850.808
United States,1992,5174227.507
United States,1991,5062956.718
United States,1990,5120957.207
